"","iso3c","year","cancer","reproductive","religion","business","marriage","arts","migration","rape","war","literature","personal","rights","politics","sports","fashion","n.words","n"
"1","AFG",1981,0.000211063375922334,0.000988039485755265,0.0167712194542717,0.00210763220942436,0.0409389033464092,0.000658662357066657,0.0044209371197025,0.0438385244904524,0.763617918159523,0.0020483130420016,0.00921731906388308,0.0113220060105695,0.102698125280902,0.000478432155648302,0.000682904448468732,213,1
"2","AFG",1987,0.000870885441364374,0.0140045858489696,0.240511844392098,0.0688600796668702,0.00937281010530776,0.00100173373987232,0.291459088438839,0.00359142334725805,0.070198380084767,0.00134162282790102,0.0886736375053931,0.0694670148539503,0.126747089586986,0.00706007341399211,0.00683973074643186,713,1
"3","AFG",1988,0.00077970801339017,0.0419549611436256,0.224989535521537,0.0339475749064087,0.245088178174967,0.00073182338933062,0.00958372239685247,0.00445525345284937,0.108938074262274,0.00387708790936581,0.130818899833099,0.110033746899474,0.0813532543663336,0.000977891102027913,0.0024702886284662,1583,3
"4","AFG",1989,0.000536743170835256,0.0103710151505001,0.369058591558685,0.0116171622148834,0.0237859722027181,0.00168615717009433,0.0116556772883105,0.0192352632759636,0.0563800124364022,0.00661469914451631,0.0504206993438074,0.258254243883018,0.177779613855908,0.000902736446737526,0.00170141285762119,134,1
"5","AFG",1991,0.0831210913686424,0.0570398391018866,0.0345024723207935,0.0148073311859577,0.0103012335481754,0.0930792770901205,0.141192504199245,0.053922828593476,0.119266817640337,0.0278688022753758,0.053558327382503,0.03031447144021,0.148752018747121,0.128523700074532,0.00374928503162364,512,1
"6","AFG",1995,0.00202620023529471,0.0476749339830376,0.176306426412187,0.106032411513279,0.0244212532848974,0.000891429362708672,0.0823667739528413,0.0701134924757291,0.0989640757412643,0.00231799400256687,0.0441232316392848,0.255951791365399,0.0853765669279792,0.00184213880161998,0.00159128030191111,312,2
"7","AFG",1996,0.00185212008856585,0.0380898639848751,0.126574330781158,0.0174721961955861,0.0454242022349579,0.0018725954542756,0.0366066736359318,0.0270981293516334,0.111552239130185,0.0231831428147437,0.0559649737497413,0.247365172613953,0.264066775052876,0.00157876449921537,0.00129882041230246,453,3
"8","AFG",1997,0.0202604924746327,0.20497294570382,0.0959664830982128,0.0175187796886358,0.0547604520311532,0.00130062778962929,0.0379287987554514,0.0245931544563142,0.138056577476625,0.00360933178023057,0.108432324689191,0.142845163396085,0.133928864545406,0.00286700204691314,0.0129590020677003,772,3
"9","AFG",1998,0.00367846769390676,0.0931923556587762,0.213430563430429,0.0350051747618151,0.113914815480049,0.00107936577354004,0.0401387609239443,0.0426383767531321,0.0978142127871185,0.00285981862349576,0.150684593702273,0.124736683626513,0.0602453147900413,0.00227008035767274,0.0183114156372924,2136,6
"10","AFG",2000,0.0032293992283673,0.0848551050783519,0.205200563212065,0.0451997767243348,0.0548968579517946,0.00244914750136519,0.137381020498836,0.0182708839282144,0.109047988802455,0.00300178377659873,0.0840728734148111,0.150625514715053,0.0883710940543076,0.00838966620471233,0.00500832490873378,1130,8
"11","AFG",2001,0.00445504635459398,0.0588531891591114,0.184391321305227,0.0447027194696407,0.0877359390976521,0.0256898337158964,0.0629367455109465,0.0278206619271932,0.119621609874543,0.0121738177915266,0.0982383374140823,0.134490383208695,0.117406026609454,0.00579348358027908,0.0156908849811591,4931,19
"12","AFG",2002,0.0148327554390114,0.146359145505874,0.14942091705647,0.0263672835567621,0.148957117827206,0.0130092522733474,0.0164385968415113,0.01965701329167,0.0775098718597567,0.0357446993257893,0.122552131563097,0.0982829525187293,0.0950163442499852,0.00203794183280013,0.0338139768579891,8899,26
